evidence_id,case_id,event_type,performed_by,timestamp,storage_location,integrity_status
BID-2026-7222-EV-0001,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0002,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0003,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0004,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0005,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0006,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0007,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0008,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0009,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0010,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0011,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0012,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0013,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0014,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0015,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0016,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0017,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0018,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0019,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0020,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0021,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0022,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0023,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0024,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0025,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0026,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0027,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0028,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0029,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0030,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0031,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0032,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
BID-2026-7222-EV-0033,BID-2026-7222,Collected,Joint Cyber Investigation Unit,2026-07-24T18:35:49Z,evidence/BID-2026-7222,Verified
