evidence_id,case_id,event_type,performed_by,timestamp,storage_location,integrity_status
BID-2026-4464-EV-0001,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0002,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0003,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0004,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0005,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0006,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0007,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0008,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0009,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0010,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0011,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0012,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0013,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0014,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0015,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0016,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0017,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0018,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0019,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0020,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0021,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0022,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0023,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0024,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0025,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0026,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0027,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0028,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0029,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0030,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0031,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0032,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0033,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0034,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0035,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0036,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0037,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0038,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0039,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0040,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0041,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0042,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0043,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0044,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0045,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0046,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0047,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0048,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
BID-2026-4464-EV-0049,BID-2026-4464,Collected,Analyst Team Bravo,2026-07-27T16:15:05Z,evidence/BID-2026-4464,Verified
